FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),Salary(Integer),Rate(Double),SingleExemp(String),MarriedExemp(String),ChildExemp(String)
Shyam,Meeson,M,641,1000016,BRANDON,IA,52210,M,N,66000,8.98,0,80,0
Mona,Aoreira,M,516,1000002,DENMARK,NY,13631,S,Y,39500,4.1824694,0,0,1000
Grit,Yahalom,F,208,1000051,COOLIN,ID,83821,S,Y,44000,7.8,3300,0,3300
Sudha,Hiraishi,M,360,1000007,KELLER,WA,99140,S,Y,3000,0.0,0,0,0
Baoan,Hoben,F,701,1000042,VERONA,ND,58490,M,Y,8000,2.1,0,6600,3300
Masakage,Fessel,F,205,1000009,MADISON,AL,35758,M,Y,54000,5.0,0,3000,300
Yoheved,Muchinsky,M,479,1000009,GUION,AR,72540,M,N,13000,3.2949684,0,40,0
Fumitake,Bodlaender,M,502,1000011,LOYALL,KY,40854,M,N,32500,3.6388888,0,40,0
Arfst,McAlister,M,410,1000016,RIVERDALE,MD,20738,S,Y,59500,4.75,2400,0,2400
Cortes,Westcott,M,814,1000006,CLAYSBURG,PA,16625,M,N,83000,3.07,0,0,0
Yanyan,Wold,F,816,1000006,KANSAS CITY,MO,64134,M,N,31000,6.0,0,4200,0
Willett,Tagashira,F,804,1000008,RESCUE,VA,23424,M,N,91500,5.75,0,1800,0
Kalluri,Racz,F,931,1000007,RIVES,TN,38253,S,Y,66500,0.0,0,0,0
Jaejin,Klawonn,F,603,1000055,SANBORNTON,NH,3269,S,Y,20000,0.0,0,0,0
Phuoc,Leppanen,M,304,1000040,FRAMETOWN,WV,26623,M,N,42000,5.24,0,4000,0
Joanne,Hegron,M,304,1000041,MILLWOOD,WV,25262,M,N,75500,6.5,0,4000,0
Aristotelis,Vijaykrishnan,F,585,1000010,LEVITTOWN,NY,11756,S,Y,8500,4.0028963,0,0,1000
Pavlin,Nemytykh,M,503,1000017,PORTLAND,OR,97290,M,Y,50000,9.0,0,318,159
Evangeline,Despeyroux,F,479,1000010,ELIZABETH,AR,72531,S,Y,23500,5.8048286,20,0,20
Hideho,Piancastelli,M,518,1000006,MINETTO,NY,13115,S,Y,47500,4.228811,0,0,1000
Taiji,Kauffman,F,912,1000005,WHITE,GA,30184,M,N,4500,4.0,0,5400,0
Phipps,Chappell,F,202,1000044,WASHINGTON,DC,20529,M,N,42500,9.0,0,2740,0
Kristi,Ozceri,F,703,1000008,PATRICK SPRINGS,VA,24133,S,Y,9000,3.607143,900,0,900
Ivelin,Legge,M,505,1000044,VEGUITA,NM,87062,S,Y,90000,5.3,3300,0,3300
Tsang,Borchering,F,769,1000016,PORTERVILLE,MS,39352,M,N,29500,5.0,0,12000,0
Margita,Kuchenhoff,M,309,1000004,OAK PARK,IL,60301,S,Y,36500,3.0,2000,0,2000
Aditi,Treble,F,202,1000045,WASHINGTON,DC,20098,M,N,12500,5.0625,0,2740,0
Camelia,Ozceri,F,814,1000007,GREENTOWN,PA,18426,S,Y,12000,3.07,0,0,0
Konstantinos,Suwanda,F,412,1000013,ALLENTOWN,PA,18101,S,Y,68000,3.07,0,0,0
Yanjie,Lafouge,F,505,1000045,HOLMAN,NM,87723,S,Y,40000,5.3,3300,0,3300
Mirit,Loureiro,F,605,1000041,WESTPORT,SD,57481,M,N,85500,0.0,0,0,0
Hyuck,Dileva,M,505,1000046,ALBUQUERQUE,NM,87199,S,Y,2500,1.7,3300,0,3300
Manolis,Wish,F,406,1000062,SAVAGE,MT,59262,S,Y,79500,6.9,1900,0,1900
Rosine,Koepf,M,719,1000013,ANTONITO,CO,81120,S,Y,60000,4.63,0,0,0
Pok,Rudaz,M,406,1000063,BUSBY,MT,59016,S,Y,85500,6.9,1900,0,1900
Yoshitomi,Bazzichi,F,304,1000042,ESKDALE,WV,25075,M,N,53500,6.045,0,4000,0
Are,Rosenquist,M,303,1000013,BRUSH,CO,80723,S,Y,79000,4.63,0,0,0
Xiangjun,Tamesada,F,316,1000014,EDNA,KS,67342,M,N,14000,3.5,0,4500,0
Geri,Abdelguerfi,F,208,1000052,BOISE,ID,83735,M,N,31500,7.8,0,6600,0
Gleb,Thibadeau,F,802,1000051,CRAFTSBURY COMMON,VT,5827,S,Y,2000,3.6,3300,0,3300
Falk,Morrin,M,410,1000017,FREDERICK,MD,21702,M,N,74000,4.75,0,4800,0
Gilberto,Varnai,F,603,1000056,EAST CANDIA,NH,3040,M,N,28000,0.0,0,0,0
Mojgan,McCrosky,M,979,1000006,BRANDON,TX,76628,S,N,13000,0.0,0,0,0
Kazem,Terekhov,F,803,1000020,WARD,SC,29166,M,N,24500,7.0,0,6600,0
Hyunki,Alfaro,M,605,1000042,ESTELLINE,SD,57234,M,N,36000,0.0,0,0,0
Perla,Nisiyama,M,715,1000015,KIELER,WI,53812,M,N,81500,5.862478,0,1400,0
Edwin,Staes,M,907,1000054,SKWENTNA,AK,99667,M,N,34500,0.0,0,0,0
Ardaman,Marchesini,M,502,1000012,NEON,KY,41840,S,Y,93500,6.0,20,0,20
Otmane,Bacher,F,701,1000043,PORTAL,ND,58772,S,Y,49500,2.3295264,3300,0,3300
Perdita,Wadey,F,201,1000003,WENONAH,NJ,8090,M,N,84500,2.4172187,0,2000,0
Basim,Bauget,F,908,1000005,PITTSTOWN,NJ,8867,S,Y,12000,1.4,1000,0,1500
Mas,Musinski,M,785,1000015,HOXIE,KS,67740,M,N,63500,6.45,0,4500,0
Cyr,Standing,M,848,1000002,STIRLING,NJ,7980,M,N,61000,2.0466042,0,2000,0
Itai,Rosiles,M,785,1000016,SOLDIER,KS,66540,M,N,67000,6.45,0,4500,0
Tumasch,Loyot,M,417,1000006,CAPE GIRARDEAU,MO,63702,S,Y,46500,6.0,2100,0,1200
Takaaki,Wygladala,M,770,1000007,DAVISBORO,GA,31018,S,Y,22000,6.0,2700,0,3000
Chandrajit,Graehl,M,417,1000007,FAIR GROVE,MO,65648,M,N,73000,6.0,0,4200,0
Budak,Huhdanpaa,F,505,1000047,CLAUNCH,NM,87011,M,N,72500,5.3,0,6600,0
Alagu,Pesotchinsky,F,540,1000006,STANARDSVILLE,VA,22973,M,N,24500,5.75,0,1800,0
Michinori,Pinnu,F,939,1000030,PONCE,PR,730,M,N,94000,0.0,0,0,0
Ondrej,Hodge,F,302,1000070,HARRINGTON,DE,19952,S,Y,21500,3.325,110,0,110
Xiaomei,Hemami,M,304,1000043,SHANKS,WV,26761,M,N,65500,6.5,0,4000,0
Sulekha,Mascha,F,304,1000044,CAROLINA,WV,26563,M,N,86000,6.5,0,4000,0
Chikako,Kouzes,M,479,1000011,WILMAR,AR,71675,M,N,46500,7.0,0,40,0
Shun'ichi,Leonetti,M,870,1000017,PARKIN,AR,72373,S,Y,6500,1.7412454,20,0,20
Varsha,Shooman,M,304,1000045,SPRING DALE,WV,25986,M,N,31500,4.505,0,4000,0
Arch,Aberg,F,802,1000052,ENOSBURG FALLS,VT,5450,M,N,25000,3.6,0,6600,0
Andre,Staffelbach,F,802,1000053,SHEFFIELD,VT,5866,M,N,76500,4.5271287,0,6600,0
Sondra,Leduc,M,509,1000011,VANCOUVER,WA,98668,S,Y,75500,0.0,0,0,0
Hideto,Struble,F,928,1000017,TUCSON,AZ,85742,M,N,53500,3.54425,0,4200,0
Takehiro,Rosenbohm,M,203,1000027,BARKHAMSTED,CT,6063,M,N,49000,5.0,0,24500,0
France,Lubiw,F,520,1000009,TEMPE,AZ,85280,S,N,14500,2.93975,2100,0,0
Lynetta,Aso,F,651,1000005,MORTON,MN,56270,M,N,8000,5.35,0,6600,0
Chienhua,Jousselin,M,614,1000007,ALBANY,OH,45710,S,Y,20000,1.2099231,1300,0,1300
Paritosh,Lanzarone,M,801,1000018,PAYSON,UT,84651,M,N,24000,7.0,0,4950,0
Corentin,Broner,M,585,1000011,PHILLIPSPORT,NY,12769,S,Y,64000,4.3243904,0,0,1000
Ermanno,Heydari,F,516,1000003,BUFFALO,NY,14270,M,N,10000,4.011585,0,0,0
Gou,Goil,F,507,1000006,SAINT CLOUD,MN,56397,M,N,39000,6.3366594,0,6600,0
Krysia,Swan,M,443,1000009,LUTHERVILLE TIMONIUM,MD,21093,M,N,29000,4.75,0,4800,0
Baldeo,Jurdjevic,M,225,1000013,COVINGTON,LA,70434,S,Y,68000,6.0,4500,0,1000
Vittal,Pramanik,M,617,1000008,FALL RIVER,MA,2721,S,Y,96000,5.3,3575,0,1000
Maylis,Gentile,F,571,1000004,SPRING GROVE,VA,23881,S,Y,47000,5.75,900,0,900
Miryam,Igata,M,405,1000016,ARDMORE,OK,73403,S,Y,92500,6.25,1000,0,1000
Pino,Cotofrei,M,810,1000006,GLENN,MI,49416,M,Y,80000,3.9,0,6200,3100
Xiaojun,Estlin,M,971,1000017,SUMMER LAKE,OR,97640,M,N,6000,8.435898,0,318,0
Shogo,Gagvani,M,304,1000046,GALLOWAY,WV,26349,M,N,63000,6.5,0,4000,0
Tinghe,Murtafg,F,954,1000004,FORT LAUDERDALE,FL,33314,S,Y,88000,0.0,0,0,0
Moiez,Protasov,M,980,1000010,RALEIGH,NC,27622,S,Y,46500,6.708042,3300,0,3300
Berni,Casaubieilh,F,606,1000009,MASONIC HOME,KY,40041,M,N,91000,6.0,0,40,0
Dines,Wiggers,M,307,1000056,SMOOT,WY,83126,M,N,17000,0.0,0,0,0
Tianqing,Saracelli,F,270,1000015,SUMMER SHADE,KY,42166,M,N,77500,6.0,0,40,0
Mechtild,Hossley,M,307,1000057,LUSK,WY,82225,S,N,85500,0.0,0,0,0
Kayoko,Zahir,F,701,1000044,ALAMO,ND,58830,S,Y,23000,2.1,3300,0,3300
Mutsunori,Razavi,M,256,1000011,CHATOM,AL,36518,M,N,81500,5.0,0,3000,0
Hatsukazu,Zahir,M,770,1000008,MILNER,GA,30257,S,Y,38000,6.0,2700,0,3000
Lorenz,Berrisford,F,540,1000007,BACOVA,VA,24412,M,N,71500,5.75,0,1800,0
Lorne,Ranta,M,401,1000046,WARWICK,RI,2889,M,N,99500,0.0,0,0,0
May,Recce,F,919,1000006,LILESVILLE,NC,28091,M,N,28500,6.3304195,0,6600,0
Gonzalo,Weston,M,862,1000001,SHREWSBURY,NJ,7702,S,Y,5500,1.4,1000,0,1500
Helge,Clack,F,410,1000018,HEBRON,MD,21830,S,Y,61500,4.75,2400,0,2400
Eckart,Milos,M,234,1000003,CINCINNATI,OH,45223,M,N,10000,0.8779744,0,2600,0
Yukio,Hadfield,F,410,1000019,GAITHERSBURG,MD,20879,S,N,55500,4.75,2400,0,0
Asad,Sylor,F,425,1000013,STARBUCK,WA,99359,S,Y,83000,0.0,0,0,0
Edyta,Serov,M,504,1000012,BATON ROUGE,LA,70813,S,Y,62500,6.0,4500,0,1000
Masadi,Kerntopf,F,808,1000050,M C B H KANEOHE BAY,HI,96863,M,N,35500,7.4388156,0,2080,0
Hieu,Dilley,M,540,1000008,DUNDAS,VA,23938,M,N,67000,5.75,0,1800,0
Hong,Evers,F,939,1000031,SAN JUAN,PR,912,M,N,81500,0.0,0,0,0
Look,Rehn,M,205,1000010,BIRMINGHAM,AL,35218,S,Y,83000,5.0,1500,0,300
Gethin,Isakowitz,F,505,1000048,HOPE,NM,88250,S,Y,6000,1.8714286,3300,0,3300
Lusheng,Guimaraes,F,304,1000047,PHILIPPI,WV,26416,S,Y,28000,4.26,2000,0,2000
Orestes,Leherte,F,931,1000008,MORRIS CHAPEL,TN,38361,M,N,96000,0.0,0,0,0
Myong,Willcock,M,469,1000003,PLANO,TX,75025,S,Y,45500,0.0,0,0,0
Jayantha,Lamparter,M,229,1000009,MIDWAY,GA,31320,M,N,42500,6.0,0,5400,0
Refik,Rall,M,406,1000064,THREE FORKS,MT,59752,M,N,56500,6.9,0,3800,0
Rejane,Saslan,F,202,1000046,WASHINGTON,DC,20059,S,Y,32500,9.0,1370,0,1370
Mahendra,Clares,M,939,1000032,VEGA BAJA,PR,693,M,N,83500,0.0,0,0,0
Sita,Brodnik,F,701,1000045,INKSTER,ND,58244,S,N,100000,2.914935,3300,0,0
Lofti,Stille,F,769,1000017,PUCKETT,MS,39151,S,Y,41000,5.0,6000,0,1500
Oliviero,Preas,M,662,1000016,STATE LINE,MS,39362,S,Y,35500,5.0,6000,0,1500
Katsuya,Corbi,F,360,1000008,VANCOUVER,WA,98663,M,N,92500,0.0,0,0,0
Euiseob,Panagopoulos,M,801,1000019,SALT LAKE CITY,UT,84108,S,Y,37000,7.0,2475,0,2475
Katsunori,Oppenheim,F,864,1000008,ANDREWS,SC,29510,M,N,41500,7.0,0,6600,0
Izabela,Boreale,M,605,1000043,WASTA,SD,57791,M,N,73000,0.0,0,0,0
Juval,Woerkom,M,208,1000053,HUSTON,ID,83630,S,Y,47000,7.8,3300,0,3300
Yuki,Sabelli,M,201,1000004,HAWTHORNE,NJ,7507,S,Y,70500,2.196427,1000,0,1500
Masamitsu,Barraquand,M,206,1000005,SHAW ISLAND,WA,98286,M,N,50000,0.0,0,0,0
Iwaro,Tascini,M,978,1000007,CUMMINGTON,MA,1026,S,Y,23500,5.3,3575,0,1000
Grahame,Lunbeck,M,434,1000007,MILFORD,VA,22514,S,Y,88500,5.75,900,0,900
Yinong,Willoner,M,205,1000011,BERRY,AL,35546,M,N,76500,5.0,0,3000,0
Natalija,Stojanovski,M,857,1000006,SPRINGFIELD,MA,1139,S,Y,68000,5.3,3575,0,1000
Namhee,Deyuan,M,515,1000011,KENSETT,IA,50448,S,Y,41500,6.5707784,40,0,40
Sinh,Proietti,M,702,1000033,RENO,NV,89523,M,N,34000,0.0,0,0,0
Itsuko,Farkh,M,551,1000009,DELMONT,NJ,8314,M,N,44500,1.7863854,0,2000,0
Rami,Gurret,F,270,1000016,CRAB ORCHARD,KY,40419,S,Y,71000,5.7777777,20,0,20
Qamar,Wynblatt,F,551,1000010,LAVALLETTE,NJ,8735,S,Y,24500,1.4709687,1000,0,1500
Gerti,Gilleron,F,803,1000021,NORTH AUGUSTA,SC,29841,M,N,96000,7.0,0,6600,0
Jianwen,Pidd,M,207,1000052,SEBASCO ESTATES,ME,4565,M,N,71000,8.5,0,5700,0
Chenye,Dantas,F,615,1000006,JOHNSON CITY,TN,37605,M,N,71500,0.0,0,0,0
Berardina,Grandbois,M,601,1000013,STONEWALL,MS,39363,S,Y,56000,5.0,6000,0,1500
Linn,Giani,M,207,1000053,SABATTUS,ME,4280,S,Y,56500,8.5,2850,0,2850
Zeljko,Koshimizu,F,769,1000018,CHARLESTON,MS,38921,M,N,87000,5.0,0,12000,0
Savio,Burnard,M,479,1000012,LITTLE ROCK,AR,72217,S,Y,29000,7.0,20,0,20
Mao,Kheradpir,M,562,1000011,ANAHEIM,CA,92899,S,Y,1500,1.0,87,0,272
Oryal,Faradzev,M,270,1000017,LOCKPORT,KY,40036,S,Y,63500,5.361111,20,0,20
Gloria,Kubierschky,M,706,1000009,KITE,GA,31049,M,N,81500,6.0,0,5400,0
Iordana,Shmueli,M,907,1000055,CORDOVA,AK,99574,M,N,77000,0.0,0,0,0
Jeffry,Bruce,F,701,1000046,DUNSEITH,ND,58329,S,Y,23500,2.1,3300,0,3300
Yagil,Clo,F,769,1000019,MAGNOLIA,MS,39652,M,N,91000,5.0,0,12000,0
Wendie,Avouris,F,636,1000003,WALNUT GROVE,MO,65770,M,N,62000,6.0,0,4200,0
Ugo,Greer,F,808,1000051,LAUPAHOEHOE,HI,96764,M,N,91500,8.25,0,2080,0
Hatsukazu,Zahir,M,308,1000023,OMAHA,NE,68154,S,Y,58000,6.84,103,0,103
Cyrille,Qadah,F,317,1000008,CROMWELL,IN,46732,M,N,35500,3.4,0,2000,0
Amanda,Moshier,F,308,1000024,FULLERTON,NE,68638,M,N,66500,6.84,0,206,0
Prahlad,Nagafuji,M,978,1000008,WENDELL,MA,1379,M,N,47500,5.3,0,7150,0
Johnny,Souillard,M,864,1000009,LUGOFF,SC,29078,S,Y,67000,7.0,3300,0,3300
Jutai,Diehr,M,508,1000003,NORTHAMPTON,MA,1060,S,Y,26500,5.3,3575,0,1000
Reese,Krauser,M,910,1000010,HUDSON,NC,28638,S,Y,41500,6.603147,3300,0,3300
Paloma,Huthnance,M,620,1000017,HEPLER,KS,66746,S,Y,26000,5.663333,2250,0,2250
Elise,Blokdijk,F,509,1000012,OAKESDALE,WA,99158,M,N,78500,0.0,0,0,0
Mihaly,Lamont,M,808,1000052,KANEOHE,HI,96744,S,Y,3500,1.6703947,1040,0,1040
Reinout,Diepold,M,907,1000056,RED DEVIL,AK,99656,S,Y,69000,0.0,0,0,0
Yanqiang,Oberhauser,F,801,1000020,CASTLE DALE,UT,84513,S,Y,9000,7.0,2475,0,2475
Bahram,Ritondale,M,562,1000012,GUATAY,CA,91931,S,Y,69500,9.3,87,0,272
Zhaoqian,Baowen,F,907,1000057,MC GRATH,AK,99627,M,N,35000,0.0,0,0,0
Camilo,Pagnutti,M,208,1000054,HORSESHOE BEND,ID,83629,S,Y,27500,7.8,3300,0,3300
Rajko,Orlandi,F,218,1000012,GLENVILLE,MN,56036,S,Y,36000,6.176574,3300,0,3300
Stamatis,Wybranietz,F,315,1000003,NEW YORK,NY,10177,M,N,79000,4.4112806,0,0,0
Jago,Chinen,M,815,1000010,FITHIAN,IL,61844,S,Y,95000,3.0,2000,0,2000
Leni,Tarabout,M,505,1000049,ALBUQUERQUE,NM,87110,S,Y,78500,5.3,3300,0,3300
Dongseung,Leroudier,F,302,1000071,NASSAU,DE,19969,S,N,59500,5.915909,110,0,0
Daya,Spauster,F,870,1000018,LITTLE ROCK,AR,72225,M,N,11000,2.8168998,0,40,0
Abdechahid,Skowron,F,303,1000014,SEDGWICK,CO,80749,M,N,97500,4.63,0,0,0
Masayo,Flouret,F,731,1000013,BIRCHWOOD,TN,37308,M,N,71000,0.0,0,0,0
Dwight,Corey,F,720,1000015,MAYBELL,CO,81640,S,Y,32500,4.63,0,0,0
Leelanivas,Feder,M,304,1000048,GAULEY BRIDGE,WV,25085,S,Y,78500,6.5,2000,0,2000
Tanguy,Lucio,F,321,1000002,PUNTA GORDA,FL,33982,S,Y,14000,0.0,0,0,0
Aos,Ehrenberger,F,270,1000018,DUNDEE,KY,42338,M,N,8000,2.2777777,0,40,0
James,Meijer,F,240,1000009,PARKTON,MD,21120,S,Y,54000,4.75,2400,0,2400
Gale,Slahor,F,802,1000054,ALBURGH,VT,5440,S,N,80000,4.5967627,3300,0,0
Shilpa,Chelton,M,701,1000047,BRADDOCK,ND,58524,M,Y,51500,2.352711,0,6600,3300
Karni,Heydari,F,815,1000011,LIMA,IL,62348,M,N,10000,3.0,0,4000,0
Masahide,Glinert,F,207,1000054,BAR HARBOR,ME,4609,M,N,26500,8.5,0,5700,0
Narutoshi,Cincotta,M,207,1000055,MOUNT VERNON,ME,4352,M,N,38000,8.5,0,5700,0
Stanislas,Sulack,M,708,1000003,LIBERTYVILLE,IL,60092,S,Y,96000,3.0,2000,0,2000
Grigorii,Vigna,F,808,1000053,PAHALA,HI,96777,M,N,63000,8.25,0,2080,0
Bennet,Weerasinghe,F,302,1000072,FELTON,DE,19943,S,Y,2500,2.2,110,0,110
Bibhuti,Spelke,M,940,1000001,HOUSTON,TX,77260,S,Y,27500,0.0,0,0,0
Ken,Desprez,M,412,1000014,HARRISBURG,PA,17130,S,Y,95500,3.07,0,0,0
Frederick,Lutz,M,240,1000010,BALTIMORE,MD,21230,M,N,71500,4.75,0,4800,0
Kazuhira,Depommier,M,207,1000056,BRIDGTON,ME,4009,M,N,58500,8.5,0,5700,0
Anshuman,Calude,M,224,1000003,O FALLON,IL,62269,M,N,61000,3.0,0,4000,0
Kai,Jeffrey,F,939,1000033,CAROLINA,PR,984,M,N,81500,0.0,0,0,0
Fusako,Wilhelm,F,423,1000012,CHATTANOOGA,TN,37409,M,N,28500,0.0,0,0,0
Tony,Ang,M,808,1000054,KAUNAKAKAI,HI,96748,S,Y,78500,8.25,1040,0,1040
Jill,Dahl,M,202,1000047,WASHINGTON,DC,20576,S,Y,25500,7.9875,1370,0,1370
Sukoya,Parveen,M,765,1000010,SOUTH BEND,IN,46637,S,Y,38500,3.4,1000,0,1000
Chanderjit,Robertson,F,618,1000009,TOWER HILL,IL,62571,S,N,18500,3.0,2000,0,0
Luitpold,Sethi,F,802,1000055,WEST FAIRLEE,VT,5083,M,N,86500,4.7260833,0,6600,0
Kayshav,Leutenegger,F,401,1000047,NORTH KINGSTOWN,RI,2852,S,Y,39500,0.0,0,0,0
Innes,Presttun,F,603,1000057,WINNISQUAM,NH,3289,S,Y,13000,0.0,0,0,0
Jafar,Jahnichen,M,508,1000004,MARSHFIELD,MA,2050,S,Y,62000,5.3,3575,0,1000
Duckyoung,Dashofy,M,405,1000017,BROKEN ARROW,OK,74011,S,N,100000,6.25,1000,0,0
Atri,Baek,M,870,1000019,WINTHROP,AR,71866,M,N,61500,7.0,0,40,0
Bassem,Harllee,M,620,1000018,WOODSTON,KS,67675,S,Y,44000,6.45,2250,0,2250
Asawaree,Nasset,F,828,1000006,PROCTORVILLE,NC,28375,M,N,1000,6.0,0,6600,0
Yap,Thambidurai,F,907,1000058,JUNEAU,AK,99812,M,N,22000,0.0,0,0,0
LuoQuan,Hebert,F,718,1000004,COCHECTON CENTER,NY,12727,M,N,96000,4.509756,0,0,0
Eleanor,Rubsam,F,939,1000034,FLORIDA,PR,650,S,Y,85500,0.0,0,0,0
Ifor,Dams,M,985,1000007,LAKE ARTHUR,LA,70549,M,N,81000,6.0,0,9000,0
Masahiro,Weissberg,F,201,1000005,POTTERSVILLE,NJ,7979,M,N,31000,1.5734792,0,2000,0
Nizar,Anguita,M,507,1000007,COLOGNE,MN,55322,M,N,66000,7.7774277,0,6600,0
Raoul,Ternovskaia,M,208,1000055,OSBURN,ID,83849,M,N,67500,7.8,0,6600,0
Taoufiq,Gentile,M,678,1000013,TRION,GA,30753,M,Y,65500,6.0,0,5400,3000
Chulwoo,Lagarias,F,847,1000003,WESTMONT,IL,60559,M,N,51500,3.0,0,4000,0
Zuo,Aboutabl,M,701,1000048,KINDRED,ND,58051,S,Y,82500,2.7120707,3300,0,3300
Astrid,Jarwala,M,605,1000044,ABERDEEN,SD,57401,S,Y,38500,0.0,0,0,0
Florimond,Purdy,M,304,1000049,CLEAR CREEK,WV,25044,S,N,97000,6.5,2000,0,0
Kimihito,Capri,F,434,1000008,ASHBURN,VA,22093,S,Y,31500,5.75,900,0,900
Rabi,Hamrick,M,847,1000004,CHICAGO,IL,60641,S,Y,87000,3.0,2000,0,2000
Pasqua,Ciampichetti,F,601,1000014,CLINTON,MS,39058,S,Y,36000,5.0,6000,0,1500
Amrit,Rais,F,320,1000009,DULUTH,MN,55801,S,Y,80000,7.85,3300,0,3300
Quinn,Hooman,F,573,1000005,KANSAS CITY,MO,64132,S,Y,96500,6.0,2100,0,1200
Neelam,Tagle,M,503,1000018,GATES,OR,97346,S,Y,45000,9.0,159,0,159
Kosho,Schuning,M,860,1000025,SOUTHBURY,CT,6488,S,Y,58000,5.0,12750,0,0
Morio,Kinsley,M,302,1000073,TOWNSEND,DE,19734,M,N,50000,5.268182,0,220,0
Boyce,Borrmann,M,928,1000018,CHANDLER HEIGHTS,AZ,85127,S,Y,13500,2.92425,2100,0,2300
Yukata,Chinin,F,860,1000026,FARMINGTON,CT,6034,M,N,42500,5.0,0,24500,0
Arupratan,Gerlach,F,253,1000006,UNIONTOWN,WA,99179,M,N,88000,0.0,0,0,0
Mandira,Badr,F,573,1000006,GREENTOP,MO,63546,S,N,71000,6.0,2100,0,0
Tiziano,Zapatrin,M,402,1000030,MORRILL,NE,69358,M,N,68500,6.84,0,206,0
Rosli,Jockusch,M,701,1000049,BUCHANAN,ND,58420,S,Y,62500,2.4802256,3300,0,3300
Eyal,Forier,M,920,1000007,NEW LISBON,WI,53950,M,N,35000,5.0545335,0,1400,0
Kazutaka,Chilenski,M,605,1000045,AURORA,SD,57002,M,N,36000,0.0,0,0,0
Wasfi,Goraine,M,928,1000019,PHOENIX,AZ,85055,S,Y,11500,2.89325,2100,0,2300
Baoqiu,Pole,M,816,1000007,WHITEMAN AIR FORCE BASE,MO,65305,M,N,2500,2.34375,0,4200,0
Kamal,Kurfess,F,603,1000058,MIRROR LAKE,NH,3853,M,N,67000,0.0,0,0,0
Roope,Agi,M,401,1000048,BARRINGTON,RI,2806,S,Y,36000,0.0,0,0,0
Orrin,Vignollet,M,307,1000058,RALSTON,WY,82440,S,Y,14500,0.0,0,0,0
Vasken,Dusse,M,501,1000018,ROGERS,AR,72756,M,N,31000,7.0,0,40,0
Gihyun,Nacht,M,217,1000004,MOUNT CARMEL,IL,62863,M,N,58000,3.0,0,4000,0
Zsolt,Bryce,M,914,1000003,VAN HORNESVILLE,NY,13475,M,N,89000,4.4692073,0,0,0
Leif,Butcher,M,605,1000046,FRANKFORT,SD,57440,M,N,90500,0.0,0,0,0
Hidayatullah,Xanthopoulos,M,808,1000055,WAIMANALO,HI,96795,M,N,40000,8.25,0,2080,0
Akshay,Burgett,M,202,1000048,WASHINGTON,DC,20417,M,N,12000,4.95,0,2740,0
Bodhi,Neimat,F,435,1000022,LOGAN,UT,84323,M,N,25000,7.0,0,4950,0
Jermy,Furedi,F,715,1000016,MELLEN,WI,54546,M,N,98500,6.157855,0,1400,0
Snehamay,Priebs,M,605,1000047,JEFFERSON,SD,57038,M,N,32500,0.0,0,0,0
Diederik,Girona,F,302,1000074,WILMINGTON,DE,19887,S,Y,57000,5.7454543,110,0,110
Sougata,Dunbar,M,774,1000007,BOSTON,MA,2204,M,N,32000,5.3,0,7150,0
Neveenta,Weener,F,603,1000059,BROOKLINE,NH,3033,M,N,13500,0.0,0,0,0
Linus,Berendt,M,641,1000017,JOICE,IA,50446,M,N,59500,8.98,0,80,0
Henrik,Thielscher,F,567,1000005,CINCINNATI,OH,45235,M,N,92000,3.5999541,0,2600,0
Chaoying,Patkar,M,979,1000007,SLIDELL,TX,76267,S,Y,35000,0.0,0,0,0
Claudi,Bittar,F,907,1000059,TOKSOOK BAY,AK,99637,S,Y,71000,0.0,0,0,0
Akihiko,Stoller,F,203,1000028,TACONIC,CT,6079,S,N,91000,5.0,12750,0,0
Zhe,Ballinger,F,636,1000004,KANSAS CITY,MO,64109,S,N,69500,6.0,2100,0,0
Goutham,Haralick,M,301,1000007,HYATTSVILLE,MD,20788,M,N,42500,4.75,0,4800,0
Conrado,Canas,F,973,1000002,LAWNSIDE,NJ,8045,S,Y,40000,1.7154167,1000,0,1500
Jeri,Lismont,M,443,1000010,ROSEDALE,MD,21237,M,Y,82000,4.75,0,4800,2400
Rieks,Convent,M,208,1000056,FRANKLIN,ID,83237,S,Y,37500,7.8,3300,0,3300
Trevor,Desmedt,M,785,1000017,BISON,KS,67520,S,Y,76000,6.45,2250,0,2250
Venkatraman,Hauschild,F,270,1000019,DIXON,KY,42409,S,Y,63000,5.333333,20,0,20
Sanko,Nations,M,859,1000007,ROYALTON,KY,41464,S,Y,26500,3.3055556,20,0,20
Manojit,Sooriamurthi,M,715,1000017,MADISON,WI,53791,S,Y,54500,5.3933487,700,0,400
Honesty,Pohl,F,502,1000013,HILLSBORO,KY,41049,M,N,89500,6.0,0,40,0
Wesley,Speek,F,402,1000031,HAMPTON,NE,68843,M,N,16500,5.064067,0,206,0
Miomir,Bartley,F,701,1000050,BROCKET,ND,58321,M,N,18500,2.1,0,6600,0
Manvinder,Schain,F,202,1000049,WASHINGTON NAVY YARD,DC,20376,M,N,41000,9.0,0,2740,0
Grantham,Lamma,M,505,1000050,ALBUQUERQUE,NM,87110,M,N,91000,5.3,0,6600,0
Haldun,Claybrook,M,219,1000009,NOBLESVILLE,IN,46060,M,N,39000,3.4,0,2000,0
